'EPIC GC Atmion.PG.MV Log File

'Date,GC Atmion.PG.MV
08/06/2023 00:10:16.236,5.60E-08
08/06/2023 00:10:17.246,5.60E-08
08/06/2023 00:10:18.266,5.60E-08
08/06/2023 00:10:19.279,5.50E-08
08/06/2023 00:10:20.290,5.50E-08
08/06/2023 00:10:21.314,5.50E-08
08/06/2023 00:10:22.322,5.50E-08
08/06/2023 00:10:23.344,5.50E-08
08/06/2023 00:10:24.353,5.50E-08
08/06/2023 00:10:25.362,5.50E-08
08/06/2023 00:10:26.374,5.50E-08
08/06/2023 00:10:27.395,5.50E-08
08/06/2023 00:10:28.421,5.50E-08
08/06/2023 00:10:29.439,5.50E-08
08/06/2023 00:10:30.448,5.50E-08
08/06/2023 00:10:31.469,5.50E-08
08/06/2023 00:10:32.484,5.50E-08
